,col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10
0,0.2825782359228466,0.8676816893518936,0.8264033283918799,0.17112327366993907,0.9045559330453316,0.7968500642160601,0.8095434353196396,0.6643167535149304,1.3764396049738372,0.10033899761383523,-0.042047979654504526,-0.7338477098324959,1.566730304785987,-0.052800955102984645,-0.05316724933820394,1,1,1,1,1,1,1,1
1,0.3717407902141633,0.8972796038370665,0.9096547167481517,0.5824901006515589,0.732375531459166,0.6334103090975755,0.9029766799495171,0.29653442157488524,2.461128409456923,1.3483360668539308,-0.2772420822680951,-0.939839151313097,-0.5045566977258676,0.4687221622882659,-0.44136157964392403,1,1,1,1,1,1,1,1
2,0.7975238341406046,0.6256432168398958,0.6586112293339152,0.6635675748158509,0.27890942725570034,0.28482671333033327,4.009927148840343,3.173419286921776,3.0033538935074113,0.41210328043053396,-0.7099333544216856,0.2936915385527265,0.5441104040529858,-0.4275889838099431,0.0014120195540011553,0,0,0,0,0,0,0,0
3,0.24591345974615098,0.49042306940967095,0.14640987832325747,0.511145165702471,0.16673376547734964,0.0569920984220404,1.3265216143596235,0.08449377715471273,0.28804882760612976,0.06618066397167013,0.8859345875139375,0.8779949627589954,1.56233490337191,0.3993434649430399,-1.1844857759156486,1,1,1,0,1,1,1,1
4,0.8837612952737088,0.850163412198711,0.5753999496784246,0.24131512270521238,0.5756080712112978,1.5094915774172681,0.2211583254740305,1.876144410388942,0.22914703530968009,0.13263340764571774,0.42168777529640383,-0.8341946205220678,0.775744112173669,0.34993948068708824,0.07405478005508051,1,1,1,1,1,1,1,1
5,0.9699639264148026,0.5918721079548399,0.3149809284135343,0.2655756508273125,0.19420240212937345,2.1767192209487285,1.7205185471880666,1.86308325309303,2.406459401254415,1.0878205325565473,-0.36355049714598553,0.3001824695774318,-1.1893092821653561,-0.3418271152123478,-1.4952126095780738,1,1,1,1,1,1,1,1
6,0.6872978204679034,0.31691700863007455,0.5847394853385592,0.8659921241950532,0.8757932855206619,1.2144832385579363,0.15532791161113693,0.17552263445832467,0.5090932221937415,0.44549366116085515,-0.25884273781409295,1.1237240636908266,0.752441783089452,-0.19252763446746704,1.2509322103474567,1,1,1,1,1,1,1,1
7,0.1638792766545185,0.1777716587367979,0.6345628473407059,0.022213193043737922,0.3975657910997623,0.6010561920054585,1.9076100865810097,0.17409443589679666,0.11614275714416286,0.048325479398048654,0.13961815110531883,0.4818149170767895,-0.6764230082906374,-0.39696716723203007,1.0878273795014042,1,1,1,1,1,1,1,1
8,0.4190721117689792,0.7156702947013786,0.9535730210688599,0.8828063992604598,0.45345793986166805,1.0100617346205272,1.3509955964987017,0.7345831515351429,0.6308012424801779,1.1297906838104028,0.8483507255673315,1.5157116521209493,1.7046727082438127,0.4139589714910425,0.005645855288053939,1,1,1,1,1,1,1,1
9,0.24906018021096066,0.303260041815538,0.6890641063600098,0.6384312665675718,0.6378052327429287,0.7804251731453891,0.6031170512747156,0.017853634083791217,1.1759254455363541,0.03412571994252809,-0.633389777903894,-0.7390578648660472,-0.7677193451608755,0.7633480567204874,0.8141437279691127,1,1,1,1,1,1,1,1
10,0.8016317407647547,0.9828213663233492,0.23138546153416828,0.4830798254751075,0.6410553420322685,0.2632782585670017,0.009499721522506051,0.7798274676780064,1.0120368488256224,1.1894952642685583,-0.5430911309339695,-2.0920388754620074,1.244295340320548,-0.5503977204421785,0.2833123254790822,1,1,1,1,1,1,1,1
11,0.5541807165975873,0.7124315088888348,0.5717973048362064,0.40165232657335037,0.7723205935143745,0.7503578895042087,0.0541530191084913,2.0830059249010886,0.5045310069341257,0.7000338153357294,-1.5566858107514272,-0.11141379518679777,-1.6570900943605453,-0.01065513149409497,-0.3485674452876986,1,0,1,1,1,1,1,1
12,0.11880330795630412,0.26217024684642354,0.33800518436053095,0.7113677012125885,0.9259608568219464,0.41455348356338406,0.02626089963436146,0.20192914720933125,0.024555676154173485,0.001324499744466176,0.7470010563900364,0.081083251459392,0.11303508337306724,-0.1558807062398349,0.8045488108895638,1,1,1,1,1,1,1,1
13,0.05775428450600295,0.5666578589885991,0.868654787623803,0.9241547496942062,0.3999778737445907,0.2165433895283589,2.7260288444787983,0.9873203698419682,0.5208572700881341,1.936840886831728,-0.5444177171676755,1.3055657755916128,0.9399027744995954,-0.9890553692997955,0.13186550462144409,1,1,0,0,0,0,0,0
14,0.21718872675842205,0.8020365598465067,0.2525669258926726,0.04649688509483629,0.05994588432834791,0.5213699679882215,1.5467473607971765,0.040284555888098816,2.6518496694551974,0.28569890740671544,-1.218435607455992,-0.983254632445294,-0.1933900823734863,-1.1411598838336963,-1.5367160899749155,1,1,1,1,1,1,1,1
15,0.1605325735397799,0.165438664318323,0.8228139399836463,0.8287721411367358,0.08963813415396915,0.4707760435973694,0.4124756201057178,1.4565165878941384,0.4634296580593925,0.31442914144714523,-0.4490866680348892,0.15648430551615056,-0.7722380489834003,-0.17855967325030303,0.2108199098051949,1,1,1,1,1,1,1,1
16,0.48992591973232236,0.7344324897449539,0.36739595103043976,0.1151227059983767,0.8874553170443638,1.4609713737572871,0.3157133014785898,1.4609077948713918,0.9992252173146567,1.4573233432599,0.26004491831265997,-0.08677030079355791,0.09869138358883958,0.011156516859629758,-2.053127403780078,1,1,1,0,1,1,1,1
17,0.3629176284042659,0.6037843642747078,0.8068674634967757,0.09611350180673772,0.5907429583090504,0.06549813412875292,0.9897962062028325,3.2279059746526304,1.1097043878280077,0.966798513728412,-1.1464962887415955,0.6684429917762998,1.0249327961977108,-0.7169645464271249,-0.7377729302262757,1,1,1,1,1,1,1,1
18,0.2972318849548621,0.9050453725621563,0.8155627105241428,0.32625777773491815,0.050192630038931596,1.1363325322685753,2.5754446279684524,0.7594425205010712,0.06427907394695383,2.0702222025598442,0.7862665194048241,0.7740384312313944,-1.1708032660152392,-1.3480921789350742,0.30873752953000083,0,0,1,1,1,1,1,1
19,0.8659431920103259,0.1399661354913564,0.28942314661398594,0.18403010724257085,0.42553036203861394,1.390738814410897,1.9195317186898604,1.9314606516492305,0.3037684159023271,4.4154217116597705,-0.5939528531396076,1.5128757963445054,-0.1154370942885797,-0.29132140710851834,0.38948283463838995,1,1,1,1,1,1,1,1
20,0.16142164795655234,0.32389559429404513,0.6564442861076486,0.8489003807353995,0.017002789728073786,0.13259737073053499,1.4029996896289343,0.3728052174721694,0.163865390291795,1.5343103131185851,-1.1945774796293893,-0.2317393465578066,0.7780543565940891,1.0743716765467206,-1.0345816884018177,1,1,1,1,0,0,0,0
21,0.9220145948002908,0.0699559298828678,0.5578240339434705,0.5021719797066961,0.6302487135823045,1.1591418659003432,0.9777897823536034,0.4996534100812881,0.40919877192819387,0.2715296346203804,-0.7351142703809935,-0.8339825758412875,-1.3576905079631303,-0.15227384184124687,0.9287206218362347,1,1,1,1,1,1,1,1
22,0.7376129384015708,0.06656960104337384,0.15738831148596222,0.742878989988371,0.4736720931690058,0.7363398625141029,1.3233220977342541,0.21283771686244415,3.9076986233937205,1.515282933864434,-0.7972521706301816,1.0612524528457705,0.4893712170761441,-0.27656335684842864,-0.008814948361184504,1,1,1,0,1,1,1,1
23,0.09801907295260404,0.18436960813599057,0.3488399246182563,0.0035737030595700547,0.0795727057219835,1.6975832648309563,0.8438733680087358,0.3068590625342079,0.13626287533775275,0.1131842309703441,-0.5265215780089657,0.6879449791373473,-0.3593947375631247,0.575413297218702,-0.25087537709468943,1,1,1,1,1,1,1,1
24,0.49085378769988663,0.785616077625039,0.7275234853123895,0.9751373689659121,0.5618741578325267,1.7812244878589687,3.790738831916324,1.2612943317295013,0.25460957109843985,0.1791662705688459,-0.9634565108326427,-0.017981866461430115,0.09436743170613923,-0.946629748211639,0.4765068920063,0,0,0,0,0,0,0,0
25,0.46080864541111266,0.4772227775584703,0.5646024263569498,0.17380869974003588,0.9596852892239375,0.011460379033829961,1.3874690388881572,0.2519501121138935,1.353897115384159,0.2434417181307965,-1.7115543652322587,-0.4027438440540587,-1.1473127216884074,-0.8958563925914088,0.035169090683719435,0,1,1,1,1,1,1,1
26,0.13936127649164354,0.19867600903655502,0.48861245418370236,0.5076777018090699,0.09468948061868687,0.6758358675241,0.21693142146849728,1.0923641490526697,0.19108797791135881,0.3999414387112223,-1.6376076583277546,-0.18491647254729865,1.537436236567263,-1.0424034881991524,-1.645450880287803,1,1,1,1,1,1,1,1
27,0.9304066400988714,0.21037689604409948,0.6072885325789567,0.030606779223626646,0.02161143717347369,0.9875004772449212,0.16316287608739724,1.3072641564817717,0.7950743234053627,0.2999518159163997,-0.42027558851345853,0.2998996015271937,-0.4119262609147822,0.2955376981653902,-1.7109886941620158,1,1,1,1,1,1,1,1
